idx,phi_re,phi_im,psi_re,psi_im
1576,0.757307,1.194356,-0.844537,0.535497
1577,0.691255,1.233761,-0.872401,0.488791
1578,0.623158,1.269517,-0.897684,0.440639
1579,0.553218,1.301518,-0.920313,0.391184
1580,0.481641,1.329670,-0.940219,0.340572
1581,0.408640,1.353888,-0.957344,0.288952
1582,0.334430,1.374102,-0.971637,0.236478
1583,0.259231,1.390252,-0.983056,0.183304
1584,0.183265,1.402289,-0.991568,0.129588
1585,0.106757,1.410178,-0.997147,0.075489
1586,0.029934,1.413897,-0.999776,0.021166
1587,-0.046979,1.413433,-0.999448,-0.033219
1588,-0.123752,1.408789,-0.996164,-0.087506
1589,-0.200159,1.399977,-0.989933,-0.141534
1590,-0.268679,1.508346,-0.984503,-0.175368
1591,-0.324183,1.701442,-0.982328,-0.187167
1592,-0.368065,1.842991,-0.980635,-0.195843
1593,-0.396187,1.929358,-0.979561,-0.201149
1594,-0.405870,1.958384,-0.979192,-0.202935
1595,-0.396187,1.929358,-0.979561,-0.201149
1596,-1.582028,1.108709,-0.573910,-0.818918
1597,-1.559643,1.139985,-0.590099,-0.807331
1598,-1.536639,1.170808,-0.606055,-0.795423
1599,-1.513026,1.201167,-0.621770,-0.783200
1600,-1.488814,1.231050,-0.637238,-0.770667
1601,-1.464011,1.260445,-0.652454,-0.757828
1602,-1.438628,1.289341,-0.667412,-0.744689
1603,-1.412675,1.317725,-0.682105,-0.731255
1604,-1.386162,1.345587,-0.696527,-0.717530
1605,-1.359100,1.372916,-0.710674,-0.703522
1606,-1.331499,1.399701,-0.724538,-0.689234
1607,-1.303370,1.425931,-0.738116,-0.674674
1608,-1.274724,1.451595,-0.751401,-0.659846
1609,-1.245574,1.476685,-0.764388,-0.644756
1610,-1.215929,1.501189,-0.777072,-0.629411
1611,-1.185803,1.525098,-0.789449,-0.613817
1612,-1.155206,1.548402,-0.801512,-0.597979
1613,-1.124152,1.571093,-0.813258,-0.581904
1614,-1.092652,1.593161,-0.824681,-0.565598
1615,-1.060719,1.614598,-0.835777,-0.549069
1616,-1.028366,1.635394,-0.846542,-0.532321
1617,-0.995605,1.655543,-0.856972,-0.515363
1618,-0.962449,1.675035,-0.867062,-0.498200
1619,-0.928912,1.693863,-0.876808,-0.480840
1620,-0.895007,1.712020,-0.886207,-0.463290
1621,-0.860747,1.729499,-0.895254,-0.445555
1622,-0.826146,1.746291,-0.903947,-0.427645
1623,-0.791217,1.762392,-0.912281,-0.409564
1624,-0.755975,1.777794,-0.920254,-0.391321
1625,-0.720433,1.792492,-0.927862,-0.372924
1626,-0.684606,1.806479,-0.935102,-0.354378
1627,-0.648507,1.819750,-0.941972,-0.335692
1628,-0.612151,1.832300,-0.948468,-0.316873
1629,-0.575553,1.844123,-0.954588,-0.297928
1630,-0.538726,1.855216,-0.960330,-0.278865
1631,-0.501686,1.865573,-0.965692,-0.259692
1632,-0.464447,1.875191,-0.970670,-0.240415
1633,-0.427024,1.884065,-0.975264,-0.221044
1634,-0.389432,1.892193,-0.979471,-0.201585
1635,-0.351685,1.899571,-0.983290,-0.182046
1636,-0.313799,1.906195,-0.986719,-0.162434
1637,-0.275789,1.912065,-0.989758,-0.142759
1638,-0.237669,1.917176,-0.992403,-0.123026
1639,-0.199455,1.921528,-0.994656,-0.103245
1640,-0.161162,1.925118,-0.996514,-0.083424
1641,-0.122805,1.927944,-0.997977,-0.063569
1642,-0.084399,1.930007,-0.999045,-0.043688
1643,-0.045960,1.931305,-0.999717,-0.023791
1644,-0.007503,1.931837,-0.999992,-0.003884
1645,0.030957,1.931604,-0.999872,0.016025
1646,0.069405,1.930605,-0.999354,0.035927
1647,0.107825,1.928840,-0.998441,0.055814
1648,0.146203,1.926311,-0.997132,0.075680
1649,0.184523,1.923019,-0.995428,0.095516
1650,0.222769,1.918964,-0.993329,0.115314
1651,0.260928,1.914149,-0.990837,0.135066
1652,0.298982,1.908575,-0.987951,0.154765
1653,0.336919,1.902245,-0.984675,0.174402
1654,0.374722,1.895161,-0.981007,0.193970
1655,0.412376,1.887325,-0.976951,0.213462
1656,0.449867,1.878742,-0.972508,0.232868
1657,0.487179,1.869414,-0.967680,0.252183
1658,0.524299,1.859344,-0.962467,0.271397
1659,0.561210,1.848538,-0.956874,0.290504
1660,0.597900,1.836999,-0.950901,0.309496
1661,0.634352,1.824732,-0.944551,0.328365
1662,0.670553,1.811742,-0.937827,0.347104
1663,0.706488,1.798034,-0.930731,0.365705
1664,0.742143,1.783613,-0.923266,0.384161
1665,0.777503,1.768485,-0.915435,0.402465
1666,0.812556,1.752656,-0.907242,0.420610
1667,0.847287,1.736133,-0.898688,0.438588
1668,0.881681,1.718921,-0.889779,0.456392
1669,0.915727,1.701028,-0.880517,0.474015
1670,0.949409,1.682461,-0.870906,0.491450
1671,0.982715,1.663226,-0.860949,0.508691
1672,1.015631,1.643333,-0.850652,0.525729
1673,1.048145,1.622788,-0.840017,0.542560
1674,1.080244,1.601600,-0.829049,0.559175
1675,1.111914,1.579778,-0.817753,0.575569
1676,1.143144,1.557329,-0.806133,0.591735
1677,1.173920,1.534263,-0.794193,0.607666
1678,1.204231,1.510588,-0.781938,0.623356
1679,1.234065,1.486315,-0.769373,0.638799
1680,1.263410,1.461453,-0.756504,0.653989
1681,1.292254,1.436012,-0.743334,0.668920
1682,1.320586,1.410001,-0.729870,0.683586
1683,1.348394,1.383432,-0.716117,0.697980
1684,1.375668,1.356314,-0.702080,0.712098
1685,1.402397,1.328659,-0.687764,0.725934
1686,1.428570,1.300477,-0.673176,0.739482
1687,1.454176,1.271779,-0.658321,0.752737
1688,1.479206,1.242578,-0.643206,0.765694
1689,1.503650,1.212884,-0.627835,0.778347
1690,1.527498,1.182709,-0.612215,0.790691
1691,1.550741,1.152065,-0.596353,0.802722
1692,1.573368,1.120965,-0.580254,0.814435
1693,1.595373,1.089420,-0.563926,0.825826
1694,1.616744,1.057444,-0.547373,0.836889
1695,1.637476,1.025049,-0.530604,0.847620
1696,1.657558,0.992247,-0.513625,0.858015
1697,1.676983,0.959052,-0.496442,0.868070
1698,1.695743,0.925477,-0.479062,0.877781
1699,1.713831,0.891535,-0.461492,0.887144
1700,1.731240,0.857239,-0.443740,0.896156
1701,1.747963,0.822604,-0.425811,0.904812
1702,1.763992,0.787643,-0.407714,0.913110
1703,1.779323,0.752370,-0.389455,0.921045
1704,1.793949,0.716798,-0.371042,0.928616
1705,1.807863,0.680942,-0.352482,0.935819
1706,1.821061,0.644817,-0.333782,0.942650
1707,1.833537,0.608436,-0.314949,0.949108
1708,1.845286,0.571813,-0.295992,0.955190
1709,1.856304,0.534964,-0.276918,0.960894
1710,1.866586,0.497903,-0.257734,0.966216
1711,1.876128,0.460645,-0.238447,0.971155
1712,1.884927,0.423204,-0.219066,0.975710
1713,1.892978,0.385595,-0.199599,0.979878
1714,1.900280,0.347834,-0.180052,0.983657
1715,1.906828,0.309934,-0.160434,0.987047
1716,1.912620,0.271912,-0.140752,0.990045
1717,1.917654,0.233782,-0.121014,0.992651
1718,1.921928,0.195559,-0.101229,0.994863
1719,1.925440,0.157259,-0.081403,0.996681
1720,1.928189,0.118897,-0.061545,0.998104
1721,1.930174,0.080487,-0.041663,0.999132
1722,1.931394,0.042045,-0.021764,0.999763
1723,1.931848,0.003587,-0.001857,0.999998
1724,1.931537,-0.034872,0.018051,0.999837
1725,1.930460,-0.073318,0.037952,0.999280
1726,1.928618,-0.111735,0.057838,0.998326
1727,1.926011,-0.150108,0.077701,0.996977
1728,1.922641,-0.188421,0.097534,0.995232
1729,1.918509,-0.226659,0.117327,0.993093
1730,1.913616,-0.264807,0.137074,0.990561
1731,1.907965,-0.302851,0.156767,0.987636
1732,1.901558,-0.340774,0.176398,0.984319
1733,1.894397,-0.378563,0.195958,0.980612
1734,1.886486,-0.416201,0.215441,0.976517
1735,1.877826,-0.453674,0.234839,0.972034
1736,1.868422,-0.490968,0.254144,0.967166
1737,1.858278,-0.528067,0.273347,0.961915
1738,1.847397,-0.564956,0.292443,0.956283
1739,1.835784,-0.601622,0.311423,0.950272
1740,1.823443,-0.638049,0.330279,0.943883
1741,1.810379,-0.674224,0.349004,0.937121
1742,1.796598,-0.710131,0.367591,0.929988
1743,1.782105,-0.745757,0.386032,0.922485
1744,1.766905,-0.781087,0.404320,0.914618
1745,1.751005,-0.816107,0.422448,0.906387
1746,1.734411,-0.850804,0.440409,0.897797
1747,1.717130,-0.885164,0.458195,0.888852
1748,1.699168,-0.919173,0.475799,0.879554
1749,1.680533,-0.952817,0.493215,0.869908
1750,1.661231,-0.986084,0.510435,0.859916
1751,1.641271,-1.018960,0.527453,0.849584
1752,1.620660,-1.051433,0.544262,0.838916
1753,1.599407,-1.083488,0.560855,0.827914
1754,1.577521,-1.115114,0.577226,0.816585
1755,1.555008,-1.146298,0.593368,0.804932
1756,1.531880,-1.177028,0.609274,0.792959
1757,1.508144,-1.207291,0.624940,0.780673
1758,1.483811,-1.237076,0.640358,0.768077
1759,1.458889,-1.266370,0.655521,0.755177
1760,1.433389,-1.295162,0.670425,0.741977
1761,1.407321,-1.323441,0.685064,0.728483
1762,1.380696,-1.351196,0.699430,0.714701
1763,1.353523,-1.378415,0.713520,0.700635
1764,1.325813,-1.405087,0.727327,0.686291
1765,1.297578,-1.431203,0.740845,0.671676
1766,1.268829,-1.456751,0.754070,0.656794
1767,1.239577,-1.481722,0.766996,0.641652
1768,1.209833,-1.506106,0.779618,0.626256
1769,1.179610,-1.529893,0.791931,0.610611
1770,1.148919,-1.553073,0.803930,0.594724
1771,1.117773,-1.575638,0.815610,0.578602
1772,1.086184,-1.597578,0.826967,0.562250
1773,1.054165,-1.618885,0.837996,0.545676
1774,1.021727,-1.639550,0.848694,0.528885
1775,0.988885,-1.659565,0.859054,0.511884
1776,0.955650,-1.678923,0.869075,0.494681
1777,0.922037,-1.697615,0.878750,0.477282
1778,0.888059,-1.715635,0.888078,0.459693
1779,0.853728,-1.732974,0.897053,0.441922
1780,0.819059,-1.749626,0.905673,0.423976
1781,0.784066,-1.765585,0.913934,0.405862
1782,0.748761,-1.780845,0.921833,0.387587
1783,0.713160,-1.795398,0.929366,0.369159
1784,0.677276,-1.809240,0.936531,0.350584
1785,0.641124,-1.822364,0.943325,0.331870
1786,0.604718,-1.834766,0.949745,0.313025
1787,0.568071,-1.846441,0.955788,0.294055
1788,0.531200,-1.857384,0.961453,0.274969
1789,0.494118,-1.867591,0.966736,0.255775
1790,0.456841,-1.877058,0.971637,0.236478
1791,0.419382,-1.885781,0.976152,0.217088
1792,0.381757,-1.893756,0.980280,0.197612
1793,0.343981,-1.900981,0.984020,0.178058
1794,0.306068,-1.907452,0.987370,0.158433
1795,0.268034,-1.913167,0.990328,0.138745
1796,0.229894,-1.918124,0.992894,0.119002
1797,0.191663,-1.922321,0.995066,0.099212
1798,0.153356,-1.925755,0.996844,0.079383
1799,0.114988,-1.928426,0.998227,0.059522
1800,0.076574,-1.930333,0.999214,0.039638
1801,0.038130,-1.931475,0.999805,0.019738
1802,-0.000329,-1.931852,1.000000,-0.000170
1803,-0.038788,-1.931462,0.999798,-0.020078
1804,-0.077231,-1.930307,0.999201,-0.039978
1805,-0.115644,-1.928387,0.998207,-0.059862
1806,-0.154011,-1.925703,0.996817,-0.079722
1807,-0.192318,-1.922255,0.995032,-0.099551
1808,-0.230547,-1.918046,0.992853,-0.119340
1809,-0.268686,-1.913076,0.990281,-0.139082
1810,-0.306718,-1.907348,0.987316,-0.158769
1811,-0.344628,-1.900864,0.983959,-0.178393
1812,-0.382402,-1.893626,0.980213,-0.197946
1813,-0.420024,-1.885638,0.976078,-0.217421
1814,-0.457480,-1.876902,0.971556,-0.236809
1815,-0.494754,-1.867423,0.966649,-0.256104
1816,-0.531833,-1.857204,0.961359,-0.275297
1817,-0.568700,-1.846248,0.955688,-0.294381
1818,-0.605342,-1.834560,0.949638,-0.313348
1819,-0.641744,-1.822146,0.943212,-0.332191
1820,-0.677892,-1.809009,0.936412,-0.350903
1821,-0.713771,-1.795155,0.929241,-0.369475
1822,-0.749368,-1.780590,0.921701,-0.387901
1823,-0.784667,-1.765318,0.913796,-0.406173
1824,-0.819655,-1.749347,0.905529,-0.424285
1825,-0.854318,-1.732683,0.896903,-0.442228
1826,-0.888643,-1.715332,0.887921,-0.459995
1827,-0.922615,-1.697301,0.878588,-0.477581
1828,-0.956222,-1.678598,0.868906,-0.494977
1829,-0.989450,-1.659229,0.858880,-0.512177
1830,-1.022285,-1.639202,0.848513,-0.529174
1831,-1.054716,-1.618526,0.837811,-0.545961
1832,-1.086728,-1.597208,0.826776,-0.562532
1833,-1.118310,-1.575257,0.815413,-0.578880
1834,-1.149448,-1.552682,0.803727,-0.594998
1835,-1.180131,-1.529491,0.791723,-0.610881
1836,-1.210346,-1.505694,0.779404,-0.626521
1837,-1.240081,-1.481300,0.766777,-0.641913
1838,-1.269325,-1.456319,0.753846,-0.657051
1839,-1.298065,-1.430761,0.740616,-0.671928
1840,-1.326291,-1.404636,0.727093,-0.686539
1841,-1.353992,-1.377954,0.713281,-0.700878
1842,-1.381156,-1.350726,0.699187,-0.714939
1843,-1.407772,-1.322962,0.684816,-0.728716
1844,-1.433830,-1.294674,0.670173,-0.742205
1845,-1.459320,-1.265873,0.655264,-0.755400
1846,-1.484232,-1.236570,0.640096,-0.768295
1847,-1.508555,-1.206778,0.624674,-0.780886
1848,-1.532281,-1.176506,0.609004,-0.793167
1849,-1.555399,-1.145769,0.593094,-0.805134
1850,-1.577900,-1.114577,0.576948,-0.816781
1851,-1.599776,-1.082944,0.560573,-0.828105
1852,-1.621018,-1.050881,0.543976,-0.839101
1853,-1.641618,-1.018402,0.527163,-0.849764
1854,-1.661567,-0.985519,0.510142,-0.860090
1855,-1.680857,-0.952245,0.492918,-0.870076
1856,-1.647204,-0.904879,0.481476,-0.876459
1857,-1.525385,-0.820489,0.473710,-0.880681
1858,-1.357892,-0.709525,0.463109,-0.886301
1859,-1.148088,-0.578445,0.449950,-0.893054
1860,-0.900632,-0.434583,0.434583,-0.900632
1861,-0.621593,-0.285540,0.417432,-0.908708
1862,-0.480041,-0.193675,0.374152,-0.927367
1863,-0.493093,-0.157506,0.304278,-0.952583
1864,-0.503425,-0.120467,0.232725,-0.972543
1865,-0.510979,-0.082764,0.159887,-0.987135
1866,-0.515713,-0.044604,0.086167,-0.996281
1867,-0.517601,-0.006197,0.011972,-0.999928
1868,-0.516633,0.032243,-0.062289,-0.998058
1869,-0.512814,0.070506,-0.136207,-0.990680
1870,-0.506165,0.108379,-0.209373,-0.977836
1871,-0.496723,0.145655,-0.281383,-0.959595
1872,-0.484540,0.182126,-0.351841,-0.936060
1873,-0.469683,0.217593,-0.420358,-0.907358
1874,-0.452235,0.251859,-0.486554,-0.873650
1875,-0.432290,0.284735,-0.550066,-0.835121
1876,-0.409961,0.316040,-0.610543,-0.791983
1877,-0.385369,0.345601,-0.667650,-0.744475
1878,-0.358650,0.373255,-0.721073,-0.692859
1879,-0.329953,0.398849,-0.770517,-0.637420
1880,-0.299434,0.422242,-0.815709,-0.578463
1881,-0.267264,0.443305,-0.856400,-0.516314
1882,-0.233618,0.461922,-0.892364,-0.451315
1883,-0.198683,0.477990,-0.923405,-0.383827
1884,-0.162652,0.491420,-0.949350,-0.314220
1885,-0.125724,0.502138,-0.970057,-0.242879
1886,-0.088101,0.510086,-0.985410,-0.170198
1887,-0.049993,0.515218,-0.995325,-0.096578
1888,-0.011608,0.517508,-0.999749,-0.022425
1889,0.026840,0.516942,-0.998655,0.051852
1890,0.065141,0.513523,-0.992050,0.125842
1891,0.103082,0.507270,-0.979971,0.199139
1892,0.140454,0.498219,-0.962485,0.271336
1893,0.177051,0.486418,-0.939687,0.342036
1894,0.212671,0.471932,-0.911703,0.410849
1895,0.247117,0.454843,-0.878689,0.477394
1896,0.280200,0.435244,-0.840826,0.541305
1897,0.311737,0.413242,-0.798323,0.602229
1898,0.341553,0.388961,-0.751415,0.659830
1899,0.369485,0.362533,-0.700360,0.713790
1900,0.395378,0.334104,-0.645440,0.763811
1901,0.419088,0.303832,-0.586959,0.809617
1902,0.440487,0.271884,-0.525239,0.850955
1903,0.459454,0.238434,-0.460620,0.887597
1904,0.475886,0.203670,-0.393459,0.919342
1905,0.489693,0.167781,-0.324128,0.946013
1906,0.500796,0.130966,-0.253007,0.967464
1907,0.509137,0.093429,-0.180491,0.983577
1908,0.514668,0.055376,-0.106979,0.994261
1909,0.517358,0.017018,-0.032876,0.999459
1910,0.517194,-0.021435,0.041409,0.999142
1911,0.514176,-0.059769,0.115464,0.993312
1912,0.508320,-0.097773,0.188883,0.982000
1913,0.499660,-0.135238,0.261259,0.965269
1914,0.488242,-0.171956,0.332194,0.943211
1915,0.474130,-0.207726,0.401295,0.915949
1916,0.457402,-0.242349,0.468182,0.883632
1917,0.438149,-0.275635,0.532485,0.846439
1918,0.416479,-0.307400,0.593851,0.804575
1919,0.392510,-0.337468,0.651939,0.758272
1920,0.366376,-0.365675,0.706429,0.707784
1921,0.338220,-0.391863,0.757021,0.653390
1922,0.308197,-0.415889,0.803436,0.595391
1923,0.276474,-0.437620,0.845417,0.534106
1924,0.243225,-0.456936,0.882733,0.469874
1925,0.208634,-0.473731,0.915178,0.403049
1926,0.172891,-0.487912,0.942573,0.334000
1927,0.136195,-0.499400,0.964766,0.263108
1928,0.098747,-0.508132,0.981636,0.190764
1929,0.060754,-0.514060,0.993089,0.117367
1930,0.022425,-0.517152,0.999061,0.043323
1931,-0.016026,-0.517390,0.999521,-0.030961
1932,-0.054390,-0.514773,0.994464,-0.105073
1933,-0.092453,-0.509315,0.983921,-0.178606
1934,-0.130007,-0.501046,0.967947,-0.251153
1935,-0.166842,-0.490013,0.946633,-0.322315
1936,-0.202757,-0.476276,0.920094,-0.391697
1937,-0.237554,-0.459910,0.888478,-0.458919
1938,-0.271039,-0.441007,0.851960,-0.523607
1939,-0.303029,-0.419670,0.810740,-0.585407
1940,-0.333346,-0.396017,0.765046,-0.643976
1941,-0.361824,-0.370179,0.715130,-0.698991
1942,-0.388306,-0.342298,0.661269,-0.750149
1943,-0.412644,-0.312528,0.603758,-0.797168
1944,-0.434706,-0.281034,0.542915,-0.839787
1945,-0.454369,-0.247988,0.479077,-0.877773
1946,-0.471524,-0.213575,0.412595,-0.910915
1947,-0.486078,-0.177983,0.343836,-0.939030
1948,-0.497949,-0.141408,0.273180,-0.961963
1949,-0.507072,-0.104053,0.201016,-0.979588
1950,-0.513397,-0.066125,0.127743,-0.991807
1951,-0.516889,-0.027831,0.053765,-0.998554
1952,-0.517529,0.010617,-0.020510,-0.999790
1953,-0.515313,0.049005,-0.094671,-0.995509
1954,-0.510254,0.087124,-0.168310,-0.985734
1955,-0.502378,0.124761,-0.241020,-0.970520
1956,-0.491731,0.161710,-0.312401,-0.949950
1957,-0.478369,0.197767,-0.382057,-0.924139
1958,-0.462369,0.232733,-0.449605,-0.893227
1959,-0.443816,0.266414,-0.514672,-0.857387
1960,-0.422815,0.298625,-0.576899,-0.816816
1961,-0.399480,0.329188,-0.635942,-0.771737
1962,-0.373941,0.357935,-0.691477,-0.722399
1963,-0.346339,0.384706,-0.743195,-0.669075
1964,-0.316825,0.409355,-0.790812,-0.612059
1965,-0.285563,0.431744,-0.834066,-0.551665
1966,-0.252725,0.451751,-0.872716,-0.488227
1967,-0.218493,0.469266,-0.906551,-0.422095
1968,-0.183054,0.484190,-0.935384,-0.353634
1969,-0.146606,0.496443,-0.959055,-0.283221
1970,-0.109349,0.505957,-0.977433,-0.211246
1971,-0.071488,0.512678,-0.990418,-0.138105
1972,-0.033233,0.516570,-0.997937,-0.064201
1973,0.005206,0.517612,-0.999949,0.010056
1974,0.043615,0.515797,-0.996444,0.084258
1975,0.081785,0.511136,-0.987440,0.157996
1976,0.119502,0.503655,-0.972987,0.230861
1977,0.156561,0.493394,-0.953165,0.302452
1978,0.192755,0.480411,-0.928082,0.372375
1979,0.227886,0.464776,-0.897879,0.440242
1980,0.261759,0.446577,-0.862721,0.505680
1981,0.294188,0.425914,-0.822802,0.568328
1982,0.324994,0.402900,-0.778343,0.627840
1983,0.354006,0.377663,-0.729588,0.683886
1984,0.381064,0.350342,-0.676808,0.736160
1985,0.406020,0.321087,-0.620293,0.784370
1986,0.428735,0.290061,-0.560355,0.828253
1987,0.449085,0.257434,-0.497324,0.867565
1988,0.466956,0.223387,-0.431550,0.902089
1989,0.482250,0.188106,-0.363394,0.931636
1990,0.494883,0.151788,-0.293232,0.956041
1991,0.504786,0.114632,-0.221453,0.975171
1992,0.511903,0.076844,-0.148451,0.988920
1993,0.516195,0.038632,-0.074631,0.997211
1994,0.517638,0.000206,-0.000398,1.000000
1995,0.516225,-0.038221,0.073837,0.997270
1996,0.511964,-0.076436,0.147664,0.989038
1997,0.504877,-0.114230,0.220676,0.975347
1998,0.495004,-0.151394,0.292471,0.956274
1999,0.482400,-0.187722,0.362652,0.931925
2000,0.467133,-0.223015,0.430831,0.902432
2001,0.449289,-0.257076,0.496634,0.867960
2002,0.428966,-0.289719,0.559695,0.828699
2003,0.406275,-0.320764,0.619668,0.784864
2004,0.381343,-0.350038,0.676222,0.736698
2005,0.354306,-0.377381,0.729044,0.684467
2006,0.325314,-0.402641,0.777843,0.628459
2007,0.294527,-0.425679,0.822349,0.568983
2008,0.262115,-0.446369,0.862318,0.506367
2009,0.228256,-0.464595,0.897528,0.440957
2010,0.193138,-0.480257,0.927786,0.373114
2011,0.156954,-0.493269,0.952923,0.303211
2012,0.119903,-0.503560,0.972803,0.231636
2013,0.082191,-0.511071,0.987314,0.158782
2014,0.044026,-0.515762,0.996377,0.085052
2015,0.005618,-0.517608,0.999941,0.010852
2016,-0.032822,-0.516596,0.997988,-0.063407
2017,-0.071080,-0.512735,0.990527,-0.137316
2018,-0.108946,-0.506043,0.977601,-0.210468
2019,-0.146211,-0.496560,0.959280,-0.282458
2020,-0.182669,-0.484336,0.935665,-0.352889
2021,-0.218119,-0.469439,0.906887,-0.421373
2022,-0.252365,-0.451952,0.873105,-0.487532
2023,-0.285219,-0.431971,0.834505,-0.551001
2024,-0.316499,-0.409607,0.791299,-0.611429
2025,-0.346032,-0.384982,0.743727,-0.668483
2026,-0.373656,-0.358232,0.692051,-0.721848
2027,-0.399218,-0.329506,0.636557,-0.771230
2028,-0.422577,-0.298961,0.577549,-0.816356
2029,-0.443604,-0.266767,0.515354,-0.856977
2030,-0.462183,-0.233101,0.450316,-0.892869
2031,-0.478212,-0.198148,0.382793,-0.923834
2032,-0.491602,-0.162102,0.313157,-0.949701
2033,-0.502279,-0.125161,0.241793,-0.970328
2034,-0.510184,-0.087530,0.169095,-0.985600
2035,-0.515274,-0.049416,0.095464,-0.995433
2036,-0.517521,-0.011029,0.021306,-0.999773
2037,-0.516911,0.027419,-0.052970,-0.998596
2038,-0.513450,0.065716,-0.126953,-0.991909
2039,-0.507155,0.103650,-0.200236,-0.979748
2040,-0.498061,0.141012,-0.272414,-0.962180
2041,-0.486219,0.177595,-0.343088,-0.939303
2042,-0.471694,0.213199,-0.411869,-0.911243
2043,-0.454566,0.247627,-0.478378,-0.878154
2044,-0.434930,0.280687,-0.542247,-0.840219
2045,-0.412893,0.312199,-0.603123,-0.797648
2046,-0.388578,0.341989,-0.660671,-0.750675
2047,-0.362119,0.369891,-0.714574,-0.699560
2048,-0.333662,0.395751,-0.764533,-0.644585
2049,-0.303363,0.419428,-0.810273,-0.586052
2050,-0.271390,0.440791,-0.851543,-0.524285
2051,-0.237920,0.459721,-0.888113,-0.459626
2052,-0.203137,0.476114,-0.919782,-0.392430
2053,-0.167232,0.489880,-0.946376,-0.323068
2054,-0.130405,0.500943,-0.967747,-0.251924
2055,-0.092859,0.509241,-0.983778,-0.179390
2056,-0.054800,0.514729,-0.994380,-0.105865
2057,-0.016438,0.517377,-0.999496,-0.031757
2058,0.022014,0.517170,-0.999095,0.042527
2059,0.060344,0.514109,-0.993182,0.116576
2060,0.098342,0.508211,-0.981788,0.189982
2061,0.135797,0.499508,-0.964976,0.262340
2062,0.172503,0.488049,-0.942839,0.333250
2063,0.208256,0.473897,-0.915499,0.402320
2064,0.242861,0.457130,-0.883107,0.469171
2065,0.276125,0.437840,-0.845842,0.533433
2066,0.307866,0.416134,-0.803910,0.594751
2067,0.337908,0.392132,-0.757541,0.652787
2068,0.366085,0.365966,-0.706992,0.707221
2069,0.392242,0.337781,-0.652542,0.757752
2070,0.416234,0.307731,-0.594491,0.804102
2071,0.437930,0.275984,-0.533159,0.846015
2072,0.457209,0.242713,-0.468885,0.883259
2073,0.473964,0.208103,-0.402024,0.915629
2074,0.488105,0.172345,-0.332944,0.942946
2075,0.499552,0.135635,-0.262027,0.965060
2076,0.508242,0.098178,-0.189665,0.981849
2077,0.514128,0.060178,-0.116255,0.993219
2078,0.517177,0.021846,-0.042204,0.999109
2079,0.517372,-0.016606,0.032080,0.999485
2080,0.514711,-0.054966,0.106187,0.994346
2081,0.509211,-0.093024,0.179708,0.983720
2082,0.500900,-0.130568,0.252237,0.967665
2083,0.489826,-0.167391,0.323374,0.946271
2084,0.476048,-0.203291,0.392727,0.919655
2085,0.459644,-0.238069,0.459913,0.887964
2086,0.440703,-0.271533,0.524561,0.851373
2087,0.419330,-0.303499,0.586314,0.810084
2088,0.395643,-0.333790,0.644832,0.764324
2089,0.369773,-0.362239,0.699791,0.714347
2090,0.341863,-0.388689,0.750889,0.660428
2091,0.312066,-0.412994,0.797843,0.602865
2092,0.280547,-0.435020,0.840395,0.541975
2093,0.247480,-0.454646,0.878309,0.478094
2094,0.213047,-0.471763,0.911376,0.411575
2095,0.177438,-0.486277,0.939414,0.342784
2096,0.140851,-0.498107,0.962268,0.272102
2097,0.103486,-0.507188,0.979812,0.199919
2098,0.065550,-0.513471,0.991950,0.126632
2099,0.027252,-0.516920,0.998613,0.052647
2100,-0.011196,-0.517517,0.999766,-0.021629
2101,-0.049582,-0.515258,0.995402,-0.095786
2102,-0.087695,-0.510156,0.985545,-0.169414
2103,-0.125324,-0.502238,0.970250,-0.242107
2104,-0.162261,-0.491549,0.949600,-0.313464
2105,-0.198303,-0.478148,0.923710,-0.383091
2106,-0.233250,-0.462108,0.892723,-0.450605
2107,-0.266911,-0.443518,0.856810,-0.515632
2108,-0.299098,-0.422480,0.816169,-0.577813
2109,-0.329635,-0.399111,0.771024,-0.636806
2110,-0.358353,-0.373540,0.721624,-0.692285
2111,-0.385094,-0.345908,0.668242,-0.743944
2112,-0.409709,-0.316366,0.611173,-0.791497
2113,-0.432064,-0.285079,0.550731,-0.834683
2114,-0.452034,-0.252219,0.487250,-0.873263
2115,-0.469510,-0.217967,0.421080,-0.907024
2116,-0.484395,-0.182512,0.352586,-0.935779
2117,-0.496607,-0.146050,0.282147,-0.959371
2118,-0.506079,-0.108782,0.210151,-0.977669
2119,-0.512758,-0.070914,0.136996,-0.990572
2120,-0.516607,-0.032655,0.063084,-0.998008
2121,-0.517606,0.005785,-0.011176,-0.999938
2122,-0.346701,0.020322,-0.058514,-0.998287
2123,-0.000000,0.000000,-0.079302,-0.996851
2124,0.345554,-0.034749,-0.100056,-0.994982
2125,0.679086,-0.082179,-0.120137,-0.992757
2126,0.990302,-0.138935,-0.138935,-0.990302
2127,1.269860,-0.200398,-0.155882,-0.987776
2128,1.388379,-0.269079,-0.190268,-0.981732
2129,1.371697,-0.344162,-0.243359,-0.969936
2130,1.350958,-0.418226,-0.295731,-0.955271
2131,1.326222,-0.491054,-0.347228,-0.937781
2132,1.297564,-0.562429,-0.397698,-0.917517
2133,1.265068,-0.632141,-0.446991,-0.894538
2134,1.228830,-0.699983,-0.494963,-0.868914
2135,1.188958,-0.765754,-0.541470,-0.840720
