idx,delta_phi_re,delta_phi_im,delta_psi_re,delta_psi_im
2290,68.3983,78.2722,-4.06901,-2.93403
2291,75.0038,72.683,-4.02572,-3.2184
2292,80.409,66.1807,-3.93234,-3.45513
2293,84.5604,58.8417,-3.78646,-3.64529
2294,87.4199,50.7522,-3.58631,-3.79062
2295,88.9659,42.0074,-3.33076,-3.89355
2296,89.1928,32.71,-3.01935,-3.95709
2297,88.1112,22.9692,-2.65233,-3.98479
2298,85.7475,12.8997,-2.2306,-3.98073
2299,82.1436,2.61998,-1.75573,-3.94939
2300,77.3557,-7.74891,-1.22995,-3.89558
2301,71.4542,-18.0847,-0.656142,-3.82443
2302,64.522,-28.2653,-0.0377626,-3.74122
2303,56.6539,-38.1704,0.621162,-3.65136
2304,47.955,-47.6828,1.31608,-3.56027
2305,38.5394,-56.6896,2.04198,-3.47332
2306,28.5287,-65.0839,2.79344,-3.39572
2307,18.0505,-72.7656,3.56469,-3.33246
2308,7.23678,-79.6431,4.34965,-3.28821
2309,-3.77791,-85.6341,5.14206,-3.26728
2310,-14.8579,-90.6664,5.93548,-3.27349
2311,-25.868,-94.6794,6.7234,-3.31018
2312,-36.6756,-97.6242,7.49931,-3.38007
2313,-47.1516,-99.4646,8.25675,-3.48529
2314,-57.1724,-100.177,8.9894,-3.62728
2315,-66.6212,-99.7523,9.69115,-3.80678
2316,-75.3892,-98.1935,10.3561,-4.02382
2317,-83.3771,-95.5179,10.9788,-4.27767
2318,-90.4959,-91.7559,11.5541,-4.56687
2319,-96.6679,-86.9513,12.0772,-4.88922
2320,-101.828,-81.1599,12.544,-5.24179
2321,-105.923,-74.4501,12.9507,-5.62096
2322,-108.914,-66.9009,13.2942,-6.02246
2323,-110.774,-58.602,13.5721,-6.4414
2324,-111.493,-49.6523,13.7822,-6.87231
2325,-111.071,-40.1587,13.9234,-7.30924
2326,-109.523,-30.2353,13.9949,-7.74582
2327,-106.877,-20.0016,13.9968,-8.1753
2328,-103.173,-9.58129,13.9295,-8.59069
2329,-98.4652,0.899089,13.7944,-8.98478
2330,-92.8152,11.3117,13.5931,-9.3503
2331,-86.2972,21.5291,13.3282,-9.67995
2332,-78.9934,31.4254,13.0025,-9.96655
2333,-70.9943,40.8782,12.6193,-10.2031
2334,-62.3968,49.7696,12.1827,-10.3829
2335,-53.3035,57.9881,11.6968,-10.4996
2336,-43.8205,65.4295,11.1664,-10.5473
2337,-34.057,71.9987,10.5965,-10.5207
2338,-24.1232,77.6105,9.99215,-10.4152
2339,-14.1293,82.1907,9.35896,-10.2268
2340,-4.18388,85.6772,8.70247,-9.95221
2341,5.60714,88.021,8.02838,-9.58917
2342,15.1419,89.1863,7.34241,-9.13617
2343,24.3239,89.1517,6.65027,-8.59268
2344,33.0628,87.9102,5.95757,-7.95909
2345,41.2756,85.4694,5.26982,-7.2368
2346,48.8875,81.8516,4.59235,-6.42818
2347,55.8328,77.0937,3.93028,-5.53657
2348,62.0553,71.2468,3.28842,-4.5663
2349,67.5089,64.3758,2.67134,-3.52263
2350,72.158,56.5589,2.08323,-2.41174
2351,75.9775,47.8863,1.52795,-1.24064
2352,78.9533,38.4598,1.00894,-0.0171827
2353,81.082,28.3916,0.529255,1.25007
2354,82.3704,17.8028,0.0915236,2.55189
2355,82.8357,6.82221,-0.302068,3.87847
2356,82.5047,-4.41484,-0.649752,5.21951
2357,81.4133,-15.7684,-0.950215,6.56436
2358,79.6059,-27.0951,-1.20256,7.90206
2359,77.1343,-38.2503,-1.40632,9.22148
2360,74.0573,-49.0893,-1.56143,10.5114
2361,70.4394,-59.4691,-1.66823,11.7608
2362,66.3498,-69.2504,-1.72743,12.9586
2363,61.8617,-78.299,-1.74007,14.0942
2364,57.0508,-86.4875,-1.70755,15.1572
2365,51.9944,-93.6967,-1.63154,16.138
2366,46.7704,-99.8175,-1.51399,17.0272
2367,41.4562,-104.752,-1.35709,17.8165
2368,36.1275,-108.414,-1.16323,18.4981
2369,30.8575,-110.733,-0.935008,19.0653
2370,25.7158,-111.651,-0.675128,19.5122
2371,20.768,-111.126,-0.386442,19.8341
2372,16.074,-109.134,-0.0718888,20.0271
2373,11.6885,-105.665,0.265534,20.0888
2374,7.65949,-100.729,0.622793,20.0176
2375,4.0281,-94.3509,0.996836,19.8133
2376,0.828265,-86.5745,1.38462,19.4769
2377,-1.91348,-77.4599,1.78313,19.0104
2378,-4.17828,-67.084,2.1894,18.4172
2379,-5.95492,-55.5395,2.6005,17.7018
2380,-7.23962,-42.9349,3.01361,16.8697
2381,-8.03606,-29.3927,3.42595,15.9276
2382,-8.35482,-15.0485,3.83485,14.883
2383,-8.21314,-0.0502402,4.23773,13.7446
2384,-7.6343,15.4439,4.63211,12.5217
2385,-6.64712,31.2667,5.01559,11.2244
2386,-5.28522,47.2435,5.38589,9.86362
2387,-3.58647,63.1941,5.74081,8.45064
2388,-20.1373,205.583,6.12437,7.78225
2389,-20.2484,215.536,6.22212,7.42571
2390,-20.9709,222.669,6.31852,7.13396
2391,-22.3075,226.786,6.41045,6.91578
2392,-24.2304,227.79,6.49474,6.77771
2393,-26.684,225.678,6.56842,6.7239
2394,-6.52285,76.598,6.52381,6.55757
2395,-10.7187,70.6166,6.70328,6.63049
2396,-14.7278,64.8033,6.84402,6.66782
2397,-18.4972,59.2006,6.94424,6.66876
2398,-21.9788,53.8464,7.00249,6.63298
2399,-25.1303,48.7738,7.01767,6.56057
2400,-27.915,44.0106,6.98905,6.45205
2401,-30.302,39.5793,6.91623,6.30838
2402,-32.2667,35.4971,6.79921,6.13093
2403,-33.7904,31.7758,6.6383,5.92148
2404,-34.8607,28.4219,6.4342,5.68219
2405,-35.4708,25.4369,6.18791,5.41559
2406,-35.6202,22.8169,5.90079,5.12451
2407,-35.3137,20.5538,5.5745,4.81213
2408,-34.5618,18.6345,5.21098,4.48186
2409,-33.38,17.0422,4.81248,4.13735
2410,-31.7886,15.7562,4.3815,3.78242
2411,-29.8126,14.7524,3.92075,3.42105
2412,-27.4807,14.0041,3.43319,3.05733
2413,-24.8254,13.4819,2.92195,2.69538
2414,-21.8826,13.1547,2.39035,2.33934
2415,-18.6905,12.9899,1.8418,1.99333
2416,-15.29,12.9543,1.27988,1.66136
2417,-11.7235,13.0139,0.708223,1.34734
2418,-8.03468,13.1351,0.130528,1.05499
2419,-4.26813,13.2849,-0.449476,0.787839
2420,-0.468681,13.4313,-1.02805,0.549153
2421,3.31895,13.5439,-1.60147,0.341917
2422,7.05071,13.5941,-2.16608,0.168802
2423,10.6835,13.5559,-2.71829,0.0321238
2424,14.1759,13.4057,-3.2546,-0.0661746
2425,17.4881,13.123,-3.77162,-0.124548
2426,20.5828,12.6904,-4.26615,-0.141869
2427,23.425,12.0941,-4.73511,-0.11744
2428,25.9828,11.3237,-5.17563,-0.0510052
2429,28.2273,10.3726,-5.58504,0.0572439
2430,30.1333,9.23787,-5.96089,0.206671
2431,31.6789,7.92037,-6.30097,0.39619
2432,32.8461,6.42465,-6.60334,0.624285
2433,33.621,4.75887,-6.86629,0.889007
2434,33.9934,2.93465,-7.08842,1.18801
2435,33.9574,0.966879,-7.26859,1.51854
2436,33.5111,-1.12647,-7.40596,1.87751
2437,32.6567,-3.32465,-7.49999,2.26146
2438,31.4006,-5.60443,-7.55042,2.66665
2439,29.7529,-7.94041,-7.55732,3.08906
2440,27.7276,-10.3054,-7.52102,3.52442
2441,25.3424,-12.6707,-7.44217,3.96829
2442,22.6185,-15.0068,-7.3217,4.41604
2443,19.5804,-17.2832,-7.16081,4.86295
2444,16.2556,-19.4696,-6.961,5.30421
2445,12.6743,-21.5355,-6.724,5.735
2446,8.86921,-23.4512,-6.45181,6.15049
2447,4.87537,-25.1881,-6.14665,6.54593
2448,0.72949,-26.7187,-5.81095,6.91666
2449,-3.53011,-28.0175,-5.44736,7.25816
2450,-7.86404,-29.0611,-5.05869,7.56611
2451,-12.232,-29.8282,-4.64791,7.8364
2452,-16.5934,-30.3006,-4.21814,8.06519
2453,-20.9074,-30.4628,-3.7726,8.24894
2454,-25.1337,-30.3026,-3.3146,8.38444
2455,-29.2326,-29.8112,-2.84752,8.46884
2456,-33.1654,-28.9832,-2.37478,8.49967
2457,-36.8948,-27.8168,-1.89981,8.47488
2458,-40.3853,-26.314,-1.42603,8.39284
2459,-43.6035,-24.4804,-0.956818,8.2524
2460,-46.5185,-22.3252,-0.495494,8.05282
2461,-49.1018,-19.8613,-0.0452897,7.79387
2462,-51.3281,-17.105,0.390682,7.47578
2463,-53.1752,-14.0759,0.809437,7.09927
2464,-54.6245,-10.797,1.20816,6.6655
2465,-55.6608,-7.29392,1.5842,6.17613
2466,-56.2728,-3.59503,1.93514,5.63327
2467,-56.4531,0.268886,2.25874,5.03946
2468,-56.1982,4.26494,2.55304,4.39768
2469,-55.5088,8.3586,2.8163,3.71131
2470,-54.3897,12.5138,3.04706,2.9841
2471,-52.8495,16.6937,3.24415,2.22019
2472,-50.9011,20.8606,3.40665,1.42399
2473,-48.5611,24.9766,3.53396,0.600249
2474,-45.8501,29.004,3.62577,-0.246046
2475,-42.7921,32.9057,3.68206,-1.10968
2476,-39.4147,36.6453,3.70312,-1.98525
2477,-35.7486,40.1879,3.68953,-2.86723
2478,-31.8274,43.5002,3.64214,-3.74995
2479,-27.6874,46.5508,3.56209,-4.62773
2480,-23.3673,49.3108,3.45081,-5.49481
2481,-18.9074,51.7538,3.30993,-6.3455
2482,-14.35,53.8564,3.14138,-7.17414
2483,-9.73833,55.5982,2.94727,-7.97519
2484,-5.11652,56.9623,2.72994,-8.74324
2485,-0.529056,57.9354,2.49188,-9.47307
2486,3.9797,58.5078,2.23578,-10.1597
2487,8.36579,58.6736,1.96442,-10.7983
2488,12.5862,58.4309,1.68072,-11.3845
2489,16.5994,57.7815,1.38767,-11.9142
2490,20.3654,56.7313,1.08833,-12.3836
2491,23.8465,55.29,0.785768,-12.7892
2492,27.0076,53.4712,0.483071,-13.1281
2493,29.8165,51.2919,0.183287,-13.3977
2494,32.2444,48.7729,-0.110572,-13.596
2495,34.2658,45.9381,-0.395591,-13.7211
2496,35.8594,42.8148,-0.668953,-13.7721
2497,37.0079,39.4328,-0.927964,-13.7481
2498,37.6984,35.8247,-1.1701,-13.649
2499,37.9225,32.0253,-1.39298,-13.475
2500,37.6764,28.0714,-1.59445,-13.227
2501,36.961,24.0012,-1.77256,-12.9061
2502,35.7822,19.8544,-1.92557,-12.5141
2503,34.1504,15.6712,-2.05199,-12.0533
2504,32.0808,11.4925,-2.15061,-11.5263
2505,29.5931,7.35912,-2.22043,-10.9361
2506,26.7118,3.31159,-2.26076,-10.2864
2507,23.465,-0.610421,-2.27116,-9.58093
2508,19.8855,-4.36837,-2.25147,-8.82407
2509,16.0092,-7.92525,-2.20179,-8.02041
2510,11.8756,-11.2461,-2.12249,-7.17487
2511,7.5274,-14.2981,-2.01422,-6.29265
2512,3.00958,-17.0512,-1.87785,-5.37921
2513,-1.63058,-19.4786,-1.71451,-4.44019
2514,-6.34408,-21.5564,-1.52554,-3.48142
2515,-11.0807,-23.2645,-1.31249,-2.50885
2516,-15.7897,-24.5868,-1.07712,-1.52854
2517,-20.4198,-25.5111,-0.821352,-0.5466
2518,-24.9203,-26.0296,-0.547263,0.430857
2519,-29.2412,-26.1387,-0.257057,1.39773
2520,-33.334,-25.8398,0.0469392,2.34798
2521,-37.1521,-25.1387,0.362324,3.27567
2522,-40.651,-24.0458,0.68662,4.175
2523,-43.7894,-22.5763,1.01732,5.04035
2524,-46.5291,-20.7502,1.35189,5.86632
2525,-48.8359,-18.592,1.68781,6.64773
2526,-50.6795,-16.1305,2.02257,7.37968
2527,-52.0342,-13.399,2.35372,8.0576
2528,-52.8792,-10.4347,2.67889,8.67723
2529,-53.1987,-7.27897,2.99576,9.23468
2530,-52.9824,-3.97641,3.30216,9.72643
2531,-52.2253,-0.574975,3.59601,10.1494
2532,-50.9282,2.87448,3.87535,10.5008
2533,-49.0977,6.3187,4.1384,10.7785
2534,-46.7459,9.70234,4.38351,10.9806
2535,-43.8908,12.9686,4.60919,11.1058
2536,-40.5559,16.0594,4.81412,11.1532
2537,-36.7703,18.9164,4.99715,11.1223
2538,-32.5683,21.4811,5.15728,11.0133
2539,-27.9893,23.6957,5.29372,10.8265
2540,-23.0774,25.5034,5.40578,10.5631
2541,-17.8812,26.8496,5.49297,10.2243
2542,-12.4531,27.6817,5.55493,9.81212
2543,-6.84962,27.9504,5.59144,9.32881
2544,-1.12998,27.6102,5.60239,8.77712
2545,4.64366,26.6199,5.5878,8.16018
2546,10.407,24.9433,5.54776,7.48155
2547,16.0941,22.5501,5.48246,6.74515
2548,21.6378,19.4164,5.39213,5.95527
2549,26.9705,15.5252,5.27706,5.11656
2550,32.0246,10.8674,5.13754,4.234
2551,36.733,5.44231,4.97387,3.31289
2552,41.0299,-0.741607,4.78634,2.35886
2553,44.8512,-7.66621,4.5752,1.37784
2554,48.1352,-15.3027,4.34065,0.376031
2555,50.8231,-23.6114,4.0828,-0.640042
2556,52.8599,-32.5404,3.80169,-1.66357
2557,54.1944,-42.0254,3.49725,-2.68746
2558,54.7807,-51.9886,3.1693,-3.70426
2559,54.5779,-62.3379,2.81754,-4.70622
2560,53.5519,-72.9661,2.44152,-5.68522
2561,51.6749,-83.7498,2.04068,-6.6327
2562,48.9274,-94.5484,1.61433,-7.53967
2563,45.2986,-105.202,1.16165,-8.39656
2564,40.7877,-115.533,0.681733,-9.19321
2565,35.4052,-125.338,0.173578,-9.91868
2566,29.1747,-134.392,-0.363832,-10.5611
2567,22.1352,-142.443,-0.931487,-11.1077
2568,14.3437,-149.209,-1.53028,-11.544
2569,5.87929,-154.374,-2.16086,-11.8543
2570,-3.15234,-157.581,-2.8235,-12.0206
2571,-12.6116,-158.43,-3.51781,-12.0227
2572,-22.3156,-156.464,-4.24241,-11.8369
2573,-32.0235,-151.167,-4.99437,-11.4357
2574,-41.4159,-141.943,-5.7683,-10.7867
2575,-50.0609,-128.109,-6.55484,-9.85101
2576,-57.3557,-108.891,-7.3377,-8.58215
2577,-62.4096,-83.4452,-8.08711,-6.92495
2578,-63.7141,-51.0326,-8.73949,-4.81824
2579,-57.1415,-12.7733,-9.06137,-2.25525
2580,53.7542,292.013,1.49934,13.2869
2581,59.3086,237.096,3.00746,10.4756
2582,57.5753,193.836,3.89103,8.1722
2583,54.2307,157.252,4.53541,6.22099
2584,50.3821,125.49,5.03099,4.54174
2585,46.4619,97.5543,5.41786,3.08597
2586,42.6895,72.8091,5.71895,1.81985
2587,39.19,50.8087,5.94941,0.717605
2588,36.0383,31.2214,6.1202,-0.24155
2589,33.2778,13.7899,6.23989,-1.07495
2590,30.9317,-1.69166,6.31552,-1.79743
2591,29.0078,-15.3917,6.35317,-2.42189
2592,27.5023,-27.4509,6.35822,-2.95964
2593,26.4022,-37.9889,6.33557,-3.42067
2594,25.6868,-47.1092,6.28973,-3.81381
2595,25.3286,-54.9031,6.2249,-4.14683
2596,25.295,-61.4524,6.14502,-4.42661
2597,25.5488,-66.8321,6.05377,-4.65917
2598,26.0488,-71.112,5.95459,-4.84973
2599,26.7515,-74.3582,5.85065,-5.00281
2600,27.6108,-76.6346,5.74488,-5.12225
2601,28.5798,-78.0036,5.63992,-5.21129
2602,29.6107,-78.5272,5.53814,-5.27259
2603,30.6562,-78.2672,5.44158,-5.30829
2604,31.67,-77.286,5.352,-5.32009
2605,32.6075,-75.6467,5.2708,-5.30926
2606,33.4267,-73.4129,5.19906,-5.2767
2607,34.0882,-70.6496,5.1375,-5.223
2608,34.5568,-67.422,5.08652,-5.1485
2609,34.801,-63.7961,5.04615,-5.05331
2610,34.7942,-59.8381,5.01607,-4.9374
2611,34.5145,-55.6141,4.99563,-4.80061
2612,33.9457,-51.1897,4.98388,-4.64274
2613,33.0766,-46.6294,4.97951,-4.46356
2614,31.9022,-41.9963,4.98097,-4.26289
2615,30.4226,-37.3515,4.98642,-4.04062
2616,28.644,-32.7534,4.99378,-3.79675
2617,26.5779,-28.2572,5.00078,-3.53143
2618,24.241,-23.9149,5.00497,-3.24501
2619,21.6551,-19.7739,5.00376,-2.93806
2620,18.8466,-15.8771,4.99448,-2.61135
2621,15.846,-12.2624,4.97439,-2.26596
2622,12.6874,-8.96236,4.94074,-1.90321
2623,9.40802,-6.00354,4.89083,-1.52471
2624,6.04755,-3.40662,4.82201,-1.13236
2625,2.64736,-1.18612,4.73176,-0.728334
2626,-0.750045,0.649818,4.61773,-0.315091
2627,-4.10181,2.09931,4.47777,0.104644
2628,-7.36537,3.16681,4.30997,0.527901
2629,-10.4993,3.86284,4.11269,0.95148
2630,-13.4639,4.20389,3.88463,1.37199
2631,-16.2219,4.21198,3.62481,1.78585
2632,-18.7393,3.91441,3.33263,2.18937
2633,-20.9855,3.34321,3.00789,2.57876
2634,-22.9344,2.53466,2.65078,2.95016
2635,-24.5645,1.52869,2.26195,3.2997
2636,-25.8597,0.368206,1.84243,3.62357
2637,-26.8092,-0.901537,1.39373,3.91801
2638,-27.408,-2.23373,0.917768,4.1794
2639,-27.6571,-3.58071,0.416875,4.40428
2640,-27.5636,-4.89479,-0.106203,4.58944
2641,-27.1407,-6.12899,-0.648339,4.7319
2642,-26.4074,-7.23786,-1.20605,4.82901
2643,-25.3886,-8.17821,-1.77551,4.87845
2644,-24.1145,-8.90988,-2.35262,4.8783
2645,-22.6206,-9.39643,-2.93301,4.82705
2646,-20.9469,-9.60578,-3.51212,4.72362
2647,-19.1379,-9.51084,-4.0852,4.56743
2648,-17.2411,-9.09005,-4.64741,4.35838
2649,-15.3073,-8.32782,-5.19383,4.09685
2650,-13.3892,-7.21491,-5.71955,3.78377
2651,-11.541,-5.7488,-6.21968,3.42055
2652,-9.81749,-3.93377,-6.68947,3.00913
2653,-8.27304,-1.78113,-7.12429,2.55194
2654,-22.2854,-2.30261,-7.57967,2.33817
2655,-21.7955,-0.246821,-7.68935,2.21077
2656,-21.6716,1.69775,-7.79502,2.10019
2657,-21.8996,3.46247,-7.89414,2.01056
2658,-22.4528,4.98061,-7.98433,1.94559
2659,-23.2947,6.19131,-8.06334,1.90839
2660,-8.45863,4.03127,-7.99998,1.81154
2661,-9.64959,5.21937,-8.22259,1.7829
2662,-10.8262,6.48781,-8.42851,1.75781
2663,-11.9805,7.82672,-8.6175,1.73675
2664,-13.1054,9.22631,-8.78941,1.72012
2665,-14.1944,10.677,-8.94414,1.70824
2666,-15.2416,12.1694,-9.08165,1.70137
2667,-16.242,13.6943,-9.20196,1.6997
2668,-17.1911,15.2429,-9.30515,1.70335
2669,-18.0854,16.8063,-9.39135,1.71239
2670,-18.9217,18.3761,-9.46073,1.72683
2671,-19.6977,19.9441,-9.51354,1.74662
2672,-20.4115,21.5025,-9.55004,1.77169
2673,-21.0619,23.0436,-9.57054,1.80189
2674,-21.6482,24.56,-9.57542,1.83705
2675,-22.1701,26.0447,-9.56505,1.87696
2676,-22.6278,27.491,-9.53986,1.92138
2677,-23.0218,28.8925,-9.50032,1.97003
2678,-23.353,30.2432,-9.4469,2.02264
2679,-23.6225,31.5373,-9.38012,2.07888
2680,-23.8317,32.7694,-9.30051,2.13842
2681,-23.9819,33.9347,-9.20862,2.20093
2682,-24.0749,35.0286,-9.10502,2.26606
2683,-24.1124,36.0469,-8.99028,2.33344
2684,-24.096,36.9859,-8.865,2.40272
2685,-24.0275,37.8423,-8.72976,2.47353
2686,-23.9085,38.6133,-8.58517,2.54551
2687,-23.7407,39.2965,-8.43183,2.61831
2688,-23.5255,39.8902,-8.27033,2.69157
2689,-23.2644,40.393,-8.10127,2.76495
2690,-22.9586,40.8041,-7.92524,2.83812
2691,-22.6092,41.1231,-7.74281,2.91075
2692,-22.2174,41.3503,-7.55454,2.98253
2693,-21.7839,41.4865,-7.36098,3.05317
2694,-21.3096,41.533,-7.16267,3.12238
2695,-20.7951,41.4917,-6.96012,3.18991
2696,-20.241,41.3648,-6.75382,3.25549
2697,-19.6478,41.1552,-6.54424,3.31892
2698,-19.0161,40.8664,-6.33183,3.37997
2699,-18.3462,40.5022,-6.11702,3.43845
2700,-17.6387,40.0667,-5.90019,3.49421
2701,-16.8941,39.5649,-5.68173,3.5471
2702,-16.1129,39.0016,-5.46197,3.59699
2703,-15.296,38.3824,-5.24124,3.64379
2704,-14.4441,37.713,-5.01983,3.68743
2705,-13.5583,36.9994,-4.798,3.72786
2706,-12.6397,36.2478,-4.57599,3.76506
2707,-11.6899,35.4646,-4.35402,3.79903
2708,-10.7104,34.6562,-4.13229,3.8298
2709,-9.70328,33.8291,-3.91096,3.85743
2710,-8.67063,32.9899,-3.69019,3.88201
2711,-7.61496,32.1449,-3.47011,3.90364
2712,-6.53902,31.3005,-3.25085,3.92246
2713,-5.44585,30.4629,-3.0325,3.93864
2714,-4.33877,29.6379,-2.81515,3.95236
2715,-3.22133,28.8312,-2.5989,3.96384
2716,-2.09738,28.0479,-2.38382,3.97331
2717,-0.970957,27.293,-2.16998,3.98102
2718,0.153693,26.571,-1.95747,3.98727
2719,1.27215,25.8857,-1.74636,3.99234
2720,2.37987,25.2406,-1.53672,3.99655
2721,3.47219,24.6387,-1.32866,4.00023
2722,4.54443,24.0824,-1.12227,4.00372
2723,5.59188,23.5733,-0.91767,4.00738
2724,6.60985,23.1127,-0.714975,4.01155
2725,7.59378,22.7013,-0.514333,4.01662
2726,8.5392,22.3389,-0.315907,4.02292
2727,9.44185,22.0251,-0.119877,4.03084
2728,10.2977,21.7587,0.0735572,4.04072
2729,11.103,21.538,0.264168,4.05291
2730,11.8543,21.3608,0.451712,4.06773
2731,12.5485,21.2243,0.635923,4.08551
2732,13.1829,21.1256,0.81651,4.10654
2733,13.7554,21.0609,0.993164,4.1311
2734,14.2642,21.0265,1.16555,4.15942
2735,14.708,21.0181,1.33333,4.19171
2736,15.086,21.0312,1.49613,4.22817
2737,15.3981,21.0614,1.65358,4.26893
2738,15.6445,21.1038,1.80527,4.31409
2739,15.826,21.1536,1.95081,4.36373
2740,15.9442,21.2061,2.0898,4.41785
2741,16.0009,21.2564,2.22182,4.47644
2742,15.9984,21.3001,2.34647,4.53943
2743,15.9397,21.3325,2.46334,4.60668
2744,15.8282,21.3496,2.57204,4.67804
2745,15.6677,21.3473,2.67219,4.75329
2746,15.4622,21.3223,2.76343,4.83217
2747,15.2162,21.2711,2.84541,4.91438
2748,14.9346,21.1912,2.91784,4.99955
2749,14.6224,21.0801,2.98041,5.08729
2750,14.2847,20.9361,3.03288,5.17718
2751,13.9268,20.7577,3.07505,5.26873
2752,13.5542,20.5443,3.10674,5.36144
2753,13.1721,20.2954,3.12782,5.45476
2754,12.7859,20.0113,3.13823,5.54815
2755,12.4009,19.6927,3.13793,5.641
2756,12.022,19.3409,3.12696,5.73273
2757,11.654,18.9577,3.1054,5.82271
2758,11.3014,18.545,3.07339,5.91032
2759,10.9685,18.1057,3.03111,5.99494
2760,10.659,17.6425,2.97884,6.07595
2761,10.3764,17.1589,2.91687,6.15275
2762,10.1235,16.6585,2.84557,6.22473
2763,9.9028,16.1452,2.76536,6.29134
2764,9.71635,15.6229,2.67671,6.35202
2765,9.56557,15.0958,2.58015,6.40627
2766,9.45137,14.5683,2.47625,6.4536
2767,9.37417,14.0446,2.36562,6.49359
2768,9.33386,13.529,2.24892,6.52584
2769,9.32978,13.0256,2.12682,6.55002
2770,9.36083,12.5383,2.00007,6.56585
2771,9.42542,12.0711,1.86938,6.57311
2772,9.52151,11.6275,1.73555,6.57162
2773,9.64667,11.2106,1.59933,6.56129
2774,9.7981,10.8235,1.46152,6.54207
2775,9.97268,10.4686,1.3229,6.514
2776,10.167,10.1481,1.18427,6.47716
2777,10.3775,9.86365,1.04639,6.4317
2778,10.6004,9.61657,0.910015,6.37786
2779,10.8319,9.40762,0.775889,6.31591
2780,11.0678,9.23714,0.644713,6.24619
2781,11.3045,9.10496,0.517159,6.1691
2782,11.5379,9.0105,0.393858,6.0851
2783,11.7644,8.95272,0.275396,5.9947
2784,11.9803,8.93015,0.16231,5.89844
2785,12.1823,8.94092,0.0550829,5.79693
2786,12.3672,8.9828,-0.0458604,5.69078
2787,12.5323,9.05324,-0.140155,5.58067
2788,12.6751,9.14939,-0.227502,5.46729
2789,12.7934,9.26817,-0.307664,5.35133
2790,12.8856,9.40629,-0.380475,5.23352
2791,12.9504,9.56033,-0.445836,5.1146
2792,12.987,9.72676,-0.503716,4.99528
2793,12.9947,9.90205,-0.554152,4.87629
2794,12.9738,10.0826,-0.59725,4.75834
2795,12.9245,10.2651,-0.633179,4.64213
2796,12.8477,10.446,-0.662174,4.52833
2797,12.7447,10.6223,-0.68453,4.41757
2798,12.6169,10.7909,-0.700601,4.31047
2799,12.4664,10.9492,-0.71079,4.20758
2800,12.2953,11.0948,-0.715557,4.10943
2801,12.106,11.2256,-0.715403,4.01649
2802,11.9014,11.3398,-0.710869,3.92918
2803,11.6841,11.4363,-0.702532,3.84786
2804,11.4571,11.514,-0.691,3.77284
2805,11.2235,11.5724,-0.676903,3.70436
2806,10.9863,11.6114,-0.660888,3.64262
2807,10.7484,11.6314,-0.643616,3.58771
2808,10.5128,11.6329,-0.625755,3.53972
2809,10.282,11.6172,-0.607972,3.49862
2810,10.0588,11.5857,-0.590929,3.46436
2811,9.84524,11.5401,-0.575275,3.43679
2812,9.64348,11.4825,-0.561646,3.41574
2813,9.45514,11.4152,-0.550655,3.40096
2814,9.28157,11.3408,-0.542888,3.39214
2815,9.12373,11.262,-0.5389,3.38894
2816,8.98215,11.1816,-0.539213,3.39096
2817,8.85699,11.1025,-0.544308,3.39776
2818,8.74798,11.0276,-0.554623,3.40886
2819,8.65443,10.9596,-0.570556,3.42373
2820,8.57525,10.9015,-0.592452,3.44183
2821,8.50893,10.8556,-0.620611,3.46258
2822,8.45362,10.8245,-0.655278,3.48539
2823,8.4071,10.8102,-0.69665,3.50965
2824,8.36685,10.8145,-0.744871,3.53472
2825,8.33007,10.839,-0.800031,3.55998
2826,8.29374,10.8845,-0.862171,3.58479
2827,8.25467,10.952,-0.931276,3.60852
2828,8.20953,11.0414,-1.00728,3.63052
2829,8.15492,11.1527,-1.09009,3.65019
2830,8.08746,11.2852,-1.17952,3.66691
2831,8.0038,11.4376,-1.27538,3.68009
2832,7.90072,11.6083,-1.37743,3.68916
2833,7.77514,11.7953,-1.48537,3.69357
2834,7.62427,11.996,-1.59888,3.69279
2835,7.44556,12.2075,-1.71759,3.68631
2836,7.23683,12.4266,-1.84112,3.67368
2837,6.9963,12.6495,-1.96904,3.65444
2838,6.72261,12.8725,-2.10089,3.62819
2839,6.4149,13.0913,-2.23621,3.59455
2840,6.07282,13.3016,-2.37448,3.55317
2841,5.69652,13.4991,-2.5152,3.50375
2842,5.28676,13.6792,-2.65781,3.446
2843,4.84483,13.8376,-2.80178,3.37969
2844,4.37259,13.97,-2.94654,3.30459
2845,3.87247,14.0721,-3.09151,3.22055
2846,3.34743,14.1401,-3.2361,3.12741
2847,2.80096,14.1703,-3.37972,3.02506
2848,2.23702,14.1596,-3.52177,2.91344
2849,1.66001,14.1051,-3.66163,2.79249
2850,1.07476,14.0045,-3.79871,2.6622
2851,0.486383,13.8562,-3.93237,2.52261
2852,-0.0996969,13.6589,-4.06201,2.37376
2853,-0.677869,13.4121,-4.18701,2.21574
2854,-1.24239,13.116,-4.30674,2.04867
2855,-1.78748,12.7715,-4.42058,1.8727
2856,-2.30736,12.38,-4.52791,1.68803
2857,-2.79641,11.9437,-4.62811,1.49486
2858,-3.24919,11.4658,-4.72056,1.29347
2859,-3.66055,10.9496,-4.80466,1.08413
2860,-4.02571,10.3996,-4.87978,0.867185
2861,-4.34035,9.82047,-4.94532,0.642995
2862,-4.60066,9.21776,-5.00069,0.411968
